11.255087 1.38802 2.944195 16.699407 -4.294483 -220.974098
9.330658 15.812443 2.145769 4.27098 24.825712 221.004807
8.261842 10.368068 0.00032 -23.268849 8.381265 224.64727
20.704642 17.521954 -0.99443 -8.238067 13.409873 69.068189
0.266532 -0.222272 1.691185 18.90602 0.464972 -297.49629
8.860573 7.139406 1.35822 -21.018789 4.658367 485.608414
21.815209 8.909955 0.929342 6.171927 20.736789 142.379808
3.277391 14.694522 -1.155989 -3.859009 5.792042 79.448612
10.060323 -3.502673 1.160483 6.049523 8.251156 129.286797
5.461945 16.465121 -0.849676 -18.996961 7.314994 196.020519
9.477666 -5.99551 1.585362 5.2289 12.033579 141.888054
12.094787 14.534415 3.005121 -8.742146 -8.20853 33.49204
19.181625 13.264693 1.29507 -11.264031 0.109002 360.774589
11.584647 7.229125 -1.183219 -1.255562 7.399074 183.303158
14.436264 3.527741 2.919028 -19.945176 12.946973 446.905236
21.106957 18.277838 1.756408 5.127551 7.079687 -35.925368
4.463298 -10.775073 -0.871201 -13.100431 2.411784 104.054487
10.446287 -0.990098 2.384267 11.923312 -6.294731 -107.449906
12.003061 -11.821415 1.46665 19.206374 -6.05602 -431.827865
17.367912 3.076191 2.075814 -13.813821 7.545922 365.974429
8.646471 7.687237 -1.409617 -14.200448 5.935058 340.659255
11.038922 -10.672339 0.741448 -15.614741 -2.20283 23.495105
1.875249 15.998824 -1.264804 9.715695 8.359436 35.690091
8.278728 15.005567 4.750619 -9.132171 -11.254983 268.501963
14.722825 13.631273 0.00475 -5.307851 -2.386897 198.497805
9.399182 -4.059914 1.324352 -20.536479 8.897569 152.688245
21.261141 -7.823981 -1.167154 -5.087339 17.163099 265.113482
7.504029 8.806297 1.930841 23.53012 15.397472 -372.675692
9.10787 15.843553 0.428045 21.141518 -12.019567 -96.246858
12.774146 23.377158 -0.143035 -9.05436 2.738521 296.16681
5.204466 -2.085374 2.060303 -17.16673 4.821588 181.371669
0.538791 1.893738 -1.395512 -10.197296 14.612803 77.476316
15.274714 -5.279069 3.809006 9.599484 6.878659 -112.912867
20.091923 12.992884 -1.297708 -17.919928 12.952692 313.538063
1.753494 11.476389 1.831916 -18.668705 12.053606 206.770467
18.987823 -13.6152 -0.400013 8.81086 13.979037 -167.133478
21.534873 2.16897 -0.07789 1.614843 15.390184 216.193753
18.545591 15.10477 3.997615 -15.963862 7.241818 410.927034
23.837957 -7.321059 1.243752 10.713236 16.055116 -260.783086
14.403876 -6.826055 2.328112 -15.742974 5.758479 169.781835
20.826398 18.2402 2.657045 9.769793 8.426554 52.933961
14.198246 2.767573 4.52174 -2.308263 -0.459519 -57.105416
20.163229 -3.65144 -1.414425 20.658017 10.415453 -441.872612
11.184151 -5.198614 -0.516535 6.68819 6.023779 119.129272
14.275054 8.580808 3.331175 13.326127 0.608555 -80.21382
15.652298 3.452386 1.942831 3.661734 -5.52539 -55.776312
5.526155 9.254522 0.365129 14.670763 7.077766 0.198191
9.749112 -0.401311 5.298393 -2.922008 12.912876 -3.849059
0.964279 13.448937 0.768624 -1.600625 1.270016 115.468864
1.665323 9.096951 2.146404 10.353099 -2.034909 65.114256
16.558097 -1.557675 2.950158 12.759635 8.180998 -123.83803
18.091397 16.690263 1.248039 -14.006735 11.787898 149.014945
12.063007 -6.349512 0.461027 -4.539103 -5.344709 16.451632
1.111656 11.829127 -1.414074 0.29868 1.70782 -97.05902
17.340567 -1.083385 -1.835073 -2.125683 12.763768 -67.10416
0.85176 15.784905 -0.856546 -18.23864 -4.843181 316.088569
1.660843 -3.322749 -1.032089 -8.617016 16.380806 305.018922
9.918428 5.182098 2.662655 14.49095 15.714466 -272.336687
5.904424 -11.449357 -1.64189 -7.407009 5.177352 -15.470989
7.595722 3.511801 -0.883502 -15.741652 21.245581 114.403684
11.822026 -2.588926 2.792865 -10.262387 1.572197 311.831813
8.705356 -7.920961 1.014837 -7.785026 11.249643 82.227545
2.965547 -10.081291 1.821451 -12.45586 22.84922 74.628661
23.822594 -8.249176 1.806796 -16.695878 10.235323 113.703282
12.986149 -9.243775 2.279893 0.095923 -1.743289 46.995961
12.17518 -0.693407 1.534665 -19.284042 17.144355 466.643017
10.037722 -3.059449 1.80076 20.218177 6.476434 -341.866555
6.253292 12.948277 4.134961 13.393596 -8.964573 -7.273596
16.866937 -1.731963 1.528955 -12.563857 2.157078 79.356138
16.25729 -9.577634 -0.734332 15.388754 5.478458 -32.485685
14.083119 -0.205309 0.790991 14.521783 21.024903 -112.125824
18.729195 7.065756 1.464297 -15.019483 -16.501386 158.21315
-0.583595 -8.327623 0.332128 17.625909 20.083154 -44.016271
13.573644 1.222689 0.758716 -0.45015 10.304841 -5.589083
-0.745047 11.37698 1.22961 7.220183 8.926401 22.758387
16.951418 -1.717738 1.988111 -18.945293 20.452816 472.534593
21.218289 -4.027685 2.822607 -3.58954 5.465425 108.517417
-0.867855 -1.557932 1.029743 -5.25173 12.727624 256.298285
8.174515 1.104804 1.15733 6.574197 12.146042 -238.828909
6.584217 12.433904 1.124413 17.28401 6.897989 -259.544965
12.910452 15.575192 1.695148 -10.680893 13.838054 205.984076
15.270108 -7.6117 3.462442 11.158729 18.965155 -141.494847
8.607237 -3.080854 1.805178 -1.163793 24.376571 8.613987
11.181752 -2.067625 2.252162 -17.17249 14.133157 350.587126
20.891608 -3.289431 1.076235 -6.374288 -7.473391 15.400861
3.454771 3.986367 2.329681 10.704756 2.093049 -46.401432
13.666015 0.522921 1.532734 16.286549 5.927708 -184.678039
5.385255 9.568078 -0.759146 -4.063765 4.011684 197.198209
-2.868187 18.233711 1.940553 -4.795649 10.274304 276.89909
4.71354 1.946947 -1.286614 10.625519 -5.954855 -299.45595
9.272342 6.116313 1.082951 -21.978928 -1.784808 444.627353
6.423727 15.278251 -1.909986 9.21782 16.989046 17.684197
20.45732 -3.05387 2.254938 -6.46528 -3.191606 166.293498
17.606414 1.644505 -0.379981 -17.787876 23.209718 323.038188
7.685646 8.806601 0.840885 2.720718 1.569097 -5.580214
15.640979 14.309837 0.277425 8.583899 9.433303 13.135368
17.994599 8.260651 1.517454 -7.62421 -1.520873 245.815558
5.886485 -8.906907 1.160803 -16.403302 0.412329 43.986695
6.884773 7.727073 -0.594052 -2.874863 -5.614246 -52.568044
2.042912 -8.228936 0.001346 5.763573 -1.467811 -108.789568
